arac_sayisi,alpha,talep_faktor,talep_sok_pct,dispatch_kural,n_modu,starv_pct,starv_dk,ort_wip,sefer_sayisi,mesafe_km
8,0.05,0.8,-20,EDD,Sabit_N,2.25,259,240.1,112,46.15
1,0.1,0.8,-20,EDD,Sabit_N,62.61,7213,88.3,8,13.29
2,0.1,0.8,-20,EDD,Sabit_N,43.1,4965,135.1,16,26.62
3,0.1,0.8,-20,EDD,Sabit_N,24.67,2842,180.5,23,36.93
4,0.1,0.8,-20,EDD,Sabit_N,12.04,1387,220.3,32,45.26
5,0.1,0.8,-20,EDD,Sabit_N,8.93,1029,231.3,69,49.58
6,0.1,0.8,-20,EDD,Sabit_N,4.09,471,238.5,97,47.63
7,0.1,0.8,-20,EDD,Sabit_N,2.7,311,240.5,109,47.27
8,0.1,0.8,-20,EDD,Sabit_N,2.34,269,240.9,115,47.37
1,0.15,0.8,-20,EDD,Sabit_N,62.52,7202,88.5,8,12.55
2,0.15,0.8,-20,EDD,Sabit_N,43.11,4966,135.3,16,26.73
3,0.15,0.8,-20,EDD,Sabit_N,24.6,2834,181.0,23,37.45
4,0.15,0.8,-20,EDD,Sabit_N,11.96,1378,220.0,32,44.91
5,0.15,0.8,-20,EDD,Sabit_N,8.58,988,232.8,68,47.02
6,0.15,0.8,-20,EDD,Sabit_N,3.52,406,240.0,103,46.41
7,0.15,0.8,-20,EDD,Sabit_N,2.01,231,241.8,116,46.52
8,0.15,0.8,-20,EDD,Sabit_N,1.71,197,242.2,120,46.28
1,0.2,0.8,-20,EDD,Sabit_N,62.5,7200,88.6,8,13.41
2,0.2,0.8,-20,EDD,Sabit_N,42.96,4949,135.7,16,27.43
3,0.2,0.8,-20,EDD,Sabit_N,24.65,2840,181.4,23,38.01
4,0.2,0.8,-20,EDD,Sabit_N,12.28,1415,221.0,33,46.14
5,0.2,0.8,-20,EDD,Sabit_N,8.21,946,231.3,70,49.07
6,0.2,0.8,-20,EDD,Sabit_N,3.71,427,239.2,102,48.8
7,0.2,0.8,-20,EDD,Sabit_N,2.02,233,241.2,116,48.19
8,0.2,0.8,-20,EDD,Sabit_N,1.41,163,241.4,123,47.84
1,0.25,0.8,-20,EDD,Sabit_N,62.49,7199,88.7,8,13.22
2,0.25,0.8,-20,EDD,Sabit_N,42.94,4947,136.0,16,27.45
3,0.25,0.8,-20,EDD,Sabit_N,24.64,2839,181.7,24,39.53
4,0.25,0.8,-20,EDD,Sabit_N,10.93,1259,222.0,32,44.61
5,0.25,0.8,-20,EDD,Sabit_N,8.07,930,232.2,68,49.3
6,0.25,0.8,-20,EDD,Sabit_N,4.49,517,237.5,96,47.36
7,0.25,0.8,-20,EDD,Sabit_N,2.86,330,239.3,115,47.99
8,0.25,0.8,-20,EDD,Sabit_N,2.47,284,239.9,120,47.56
1,0.3,0.8,-20,EDD,Sabit_N,62.5,7200,88.7,8,13.41
2,0.3,0.8,-20,EDD,Sabit_N,42.94,4947,136.1,16,27.04
3,0.3,0.8,-20,EDD,Sabit_N,24.26,2795,182.1,24,39.46
4,0.3,0.8,-20,EDD,Sabit_N,11.91,1372,222.2,34,47.96
5,0.3,0.8,-20,EDD,Sabit_N,7.45,858,235.0,67,49.77
6,0.3,0.8,-20,EDD,Sabit_N,4.45,513,239.1,94,49.34
7,0.3,0.8,-20,EDD,Sabit_N,2.58,297,241.3,110,48.62
8,0.3,0.8,-20,EDD,Sabit_N,2.24,258,241.8,119,48.26
1,0.05,0.9,-10,EDD,Sabit_N,66.41,7650,78.9,8,13.15
2,0.05,0.9,-10,EDD,Sabit_N,48.58,5596,121.7,16,26.67
3,0.05,0.9,-10,EDD,Sabit_N,31.11,3584,162.8,24,38.87
4,0.05,0.9,-10,EDD,Sabit_N,18.0,2074,202.0,32,48.99
5,0.05,0.9,-10,EDD,Sabit_N,12.44,1433,223.9,55,53.16
6,0.05,0.9,-10,EDD,Sabit_N,7.75,893,232.5,83,53.68
7,0.05,0.9,-10,EDD,Sabit_N,4.55,524,236.1,108,51.6
8,0.05,0.9,-10,EDD,Sabit_N,3.56,410,236.9,121,51.28
1,0.1,0.9,-10,EDD,Sabit_N,66.43,7653,78.9,8,12.64
2,0.1,0.9,-10,EDD,Sabit_N,48.47,5584,121.9,16,26.29
3,0.1,0.9,-10,EDD,Sabit_N,32.29,3720,162.1,24,37.01
4,0.1,0.9,-10,EDD,Sabit_N,17.48,2014,202.5,33,49.63
5,0.1,0.9,-10,EDD,Sabit_N,10.35,1192,226.6,57,54.83
6,0.1,0.9,-10,EDD,Sabit_N,7.95,916,232.3,93,52.65
7,0.1,0.9,-10,EDD,Sabit_N,4.34,500,237.3,118,51.8
8,0.1,0.9,-10,EDD,Sabit_N,3.81,439,236.6,125,52.0
1,0.15,0.9,-10,EDD,Sabit_N,66.32,7640,79.2,8,12.67
2,0.15,0.9,-10,EDD,Sabit_N,48.48,5585,122.1,16,26.19
3,0.15,0.9,-10,EDD,Sabit_N,32.33,3724,162.5,24,37.41
4,0.15,0.9,-10,EDD,Sabit_N,16.81,1936,201.4,32,48.06
5,0.15,0.9,-10,EDD,Sabit_N,11.21,1291,225.5,57,55.19
6,0.15,0.9,-10,EDD,Sabit_N,6.08,700,234.3,98,53.06
7,0.15,0.9,-10,EDD,Sabit_N,4.31,496,236.5,117,53.37
8,0.15,0.9,-10,EDD,Sabit_N,2.6,299,239.0,131,52.19
1,0.2,0.9,-10,EDD,Sabit_N,66.33,7641,79.2,8,12.81
2,0.2,0.9,-10,EDD,Sabit_N,48.43,5579,122.2,16,26.03
3,0.2,0.9,-10,EDD,Sabit_N,32.26,3716,162.6,24,37.49
4,0.2,0.9,-10,EDD,Sabit_N,16.65,1918,201.8,32,48.23
5,0.2,0.9,-10,EDD,Sabit_N,12.08,1392,224.5,56,54.11
6,0.2,0.9,-10,EDD,Sabit_N,7.2,830,233.5,95,52.21
7,0.2,0.9,-10,EDD,Sabit_N,3.78,436,238.1,121,52.14
8,0.2,0.9,-10,EDD,Sabit_N,2.33,268,239.1,133,51.36
1,0.25,0.9,-10,EDD,Sabit_N,66.34,7642,79.1,8,13.25
2,0.25,0.9,-10,EDD,Sabit_N,48.36,5571,122.6,16,26.36
3,0.25,0.9,-10,EDD,Sabit_N,31.66,3647,163.5,24,37.31
4,0.25,0.9,-10,EDD,Sabit_N,18.19,2096,201.7,33,51.14
5,0.25,0.9,-10,EDD,Sabit_N,11.04,1272,224.8,56,53.52
6,0.25,0.9,-10,EDD,Sabit_N,8.09,932,232.6,94,54.91
7,0.25,0.9,-10,EDD,Sabit_N,4.34,500,237.2,118,52.5
8,0.25,0.9,-10,EDD,Sabit_N,3.21,370,238.1,130,53.06
1,0.3,0.9,-10,EDD,Sabit_N,66.35,7643,79.1,8,13.82
2,0.3,0.9,-10,EDD,Sabit_N,48.35,5570,122.7,16,26.74
3,0.3,0.9,-10,EDD,Sabit_N,30.97,3568,164.0,24,39.14
4,0.3,0.9,-10,EDD,Sabit_N,18.38,2117,202.5,32,49.46
5,0.3,0.9,-10,EDD,Sabit_N,12.28,1415,224.5,55,55.14
6,0.3,0.9,-10,EDD,Sabit_N,7.84,903,233.8,91,55.06
7,0.3,0.9,-10,EDD,Sabit_N,4.02,463,237.7,121,52.94
8,0.3,0.9,-10,EDD,Sabit_N,2.8,323,239.2,131,52.93
1,0.05,1.0,0,EDD,Sabit_N,69.52,8009,71.3,8,13.91
2,0.05,1.0,0,EDD,Sabit_N,53.06,6113,110.8,16,26.86
3,0.05,1.0,0,EDD,Sabit_N,37.04,4267,148.3,24,39.6
4,0.05,1.0,0,EDD,Sabit_N,24.08,2774,182.5,32,49.45
5,0.05,1.0,0,EDD,Sabit_N,13.86,1597,213.9,43,57.71
6,0.05,1.0,0,EDD,Sabit_N,12.03,1386,222.9,79,62.17
7,0.05,1.0,0,EDD,Sabit_N,6.22,717,233.6,116,58.59
8,0.05,1.0,0,EDD,Sabit_N,4.57,527,236.0,138,58.03
1,0.1,1.0,0,EDD,Sabit_N,69.52,8009,71.4,8,13.34
2,0.1,1.0,0,EDD,Sabit_N,53.01,6107,111.0,16,26.28
3,0.1,1.0,0,EDD,Sabit_N,36.87,4247,148.6,24,38.02
4,0.1,1.0,0,EDD,Sabit_N,24.15,2782,183.1,32,48.03
5,0.1,1.0,0,EDD,Sabit_N,15.39,1773,212.6,43,56.78
6,0.1,1.0,0,EDD,Sabit_N,11.12,1281,223.6,79,60.17
7,0.1,1.0,0,EDD,Sabit_N,8.34,961,230.0,112,59.56
8,0.1,1.0,0,EDD,Sabit_N,3.61,416,237.5,141,58.63
1,0.15,1.0,0,EDD,Sabit_N,69.5,8006,71.5,8,13.88
2,0.15,1.0,0,EDD,Sabit_N,53.01,6107,111.1,16,26.97
3,0.15,1.0,0,EDD,Sabit_N,36.93,4254,148.5,24,38.45
4,0.15,1.0,0,EDD,Sabit_N,24.58,2832,182.3,32,48.49
5,0.15,1.0,0,EDD,Sabit_N,15.98,1841,211.0,42,57.21
6,0.15,1.0,0,EDD,Sabit_N,11.27,1298,224.4,81,61.36
7,0.15,1.0,0,EDD,Sabit_N,7.0,806,232.9,116,60.65
8,0.15,1.0,0,EDD,Sabit_N,3.5,403,237.3,139,58.37
1,0.2,1.0,0,EDD,Sabit_N,69.51,8008,71.4,8,13.4
2,0.2,1.0,0,EDD,Sabit_N,52.99,6105,109.7,16,26.66
3,0.2,1.0,0,EDD,Sabit_N,36.93,4254,148.7,24,37.52
4,0.2,1.0,0,EDD,Sabit_N,23.72,2732,184.2,33,50.67
5,0.2,1.0,0,EDD,Sabit_N,13.32,1535,215.6,41,56.84
6,0.2,1.0,0,EDD,Sabit_N,11.6,1336,225.5,80,58.45
7,0.2,1.0,0,EDD,Sabit_N,6.97,803,232.9,108,59.31
8,0.2,1.0,0,EDD,Sabit_N,3.93,453,236.4,137,59.55
1,0.25,1.0,0,EDD,Sabit_N,69.49,8005,71.4,8,14.0
2,0.25,1.0,0,EDD,Sabit_N,53.12,6119,109.9,16,27.65
3,0.25,1.0,0,EDD,Sabit_N,36.74,4233,149.5,24,39.03
4,0.25,1.0,0,EDD,Sabit_N,22.65,2609,185.0,32,51.06
5,0.25,1.0,0,EDD,Sabit_N,14.1,1624,214.8,42,59.51
6,0.25,1.0,0,EDD,Sabit_N,12.48,1438,222.9,76,61.64
7,0.25,1.0,0,EDD,Sabit_N,6.41,739,234.1,110,58.81
8,0.25,1.0,0,EDD,Sabit_N,4.23,487,237.3,133,60.31
1,0.3,1.0,0,EDD,Sabit_N,69.54,8011,71.4,7,12.75
2,0.3,1.0,0,EDD,Sabit_N,53.04,6110,110.6,15,26.66
3,0.3,1.0,0,EDD,Sabit_N,36.53,4208,150.5,23,37.63
4,0.3,1.0,0,EDD,Sabit_N,21.9,2523,187.4,31,50.1
5,0.3,1.0,0,EDD,Sabit_N,14.94,1721,215.3,40,58.43
6,0.3,1.0,0,EDD,Sabit_N,11.7,1348,225.7,81,60.37
7,0.3,1.0,0,EDD,Sabit_N,5.76,663,236.5,116,59.95
8,0.3,1.0,0,EDD,Sabit_N,3.4,392,237.4,138,59.41
1,0.05,1.1,10,EDD,Sabit_N,72.2,8317,65.1,8,13.66
2,0.05,1.1,10,EDD,Sabit_N,56.92,6557,101.5,16,26.79
3,0.05,1.1,10,EDD,Sabit_N,41.95,4833,136.0,24,39.19
4,0.05,1.1,10,EDD,Sabit_N,28.33,3264,171.0,32,50.86
5,0.05,1.1,10,EDD,Sabit_N,18.28,2106,199.8,40,59.49
6,0.05,1.1,10,EDD,Sabit_N,15.95,1837,214.3,65,70.11
7,0.05,1.1,10,EDD,Sabit_N,10.6,1221,225.1,104,67.08
8,0.05,1.1,10,EDD,Sabit_N,6.48,747,231.1,131,65.82
1,0.1,1.1,10,EDD,Sabit_N,72.14,8311,65.0,8,13.77
2,0.1,1.1,10,EDD,Sabit_N,56.97,6563,100.3,16,27.13
3,0.1,1.1,10,EDD,Sabit_N,42.12,4852,136.2,24,38.52
4,0.1,1.1,10,EDD,Sabit_N,29.17,3360,169.0,32,49.34
5,0.1,1.1,10,EDD,Sabit_N,17.91,2063,200.8,40,60.27
6,0.1,1.1,10,EDD,Sabit_N,14.64,1686,217.0,60,70.54
7,0.1,1.1,10,EDD,Sabit_N,13.22,1523,220.7,100,64.84
8,0.1,1.1,10,EDD,Sabit_N,6.11,704,233.3,132,66.93
1,0.15,1.1,10,EDD,Sabit_N,72.16,8313,65.1,7,12.62
2,0.15,1.1,10,EDD,Sabit_N,56.94,6560,101.4,15,25.34
3,0.15,1.1,10,EDD,Sabit_N,41.72,4806,137.7,23,37.11
4,0.15,1.1,10,EDD,Sabit_N,27.91,3215,170.8,31,49.44
5,0.15,1.1,10,EDD,Sabit_N,17.91,2063,200.4,40,58.78
6,0.15,1.1,10,EDD,Sabit_N,13.4,1544,218.7,61,67.32
7,0.15,1.1,10,EDD,Sabit_N,11.57,1333,224.5,99,66.8
8,0.15,1.1,10,EDD,Sabit_N,5.82,670,234.1,131,65.73
1,0.2,1.1,10,EDD,Sabit_N,72.18,8315,65.1,7,13.57
2,0.2,1.1,10,EDD,Sabit_N,56.88,6552,101.8,15,26.57
3,0.2,1.1,10,EDD,Sabit_N,42.07,4846,136.6,23,38.38
4,0.2,1.1,10,EDD,Sabit_N,27.77,3199,171.8,31,49.7
5,0.2,1.1,10,EDD,Sabit_N,17.94,2067,200.3,39,60.11
6,0.2,1.1,10,EDD,Sabit_N,14.34,1652,217.3,62,69.64
7,0.2,1.1,10,EDD,Sabit_N,10.68,1230,225.7,101,64.83
8,0.2,1.1,10,EDD,Sabit_N,7.39,851,230.9,127,65.5
1,0.25,1.1,10,EDD,Sabit_N,72.16,8313,65.1,7,13.11
2,0.25,1.1,10,EDD,Sabit_N,57.05,6572,101.3,14,25.35
3,0.25,1.1,10,EDD,Sabit_N,41.88,4824,136.8,22,36.7
4,0.25,1.1,10,EDD,Sabit_N,28.54,3288,169.6,30,48.49
5,0.25,1.1,10,EDD,Sabit_N,17.89,2061,201.5,38,60.99
6,0.25,1.1,10,EDD,Sabit_N,14.51,1672,217.3,56,66.21
7,0.25,1.1,10,EDD,Sabit_N,9.36,1078,227.2,102,66.02
8,0.25,1.1,10,EDD,Sabit_N,6.75,778,232.3,131,65.57
1,0.3,1.1,10,EDD,Sabit_N,72.17,8314,65.1,7,13.22
2,0.3,1.1,10,EDD,Sabit_N,56.94,6559,101.7,14,26.02
3,0.3,1.1,10,EDD,Sabit_N,41.96,4834,137.4,21,37.1
4,0.3,1.1,10,EDD,Sabit_N,28.21,3250,172.2,29,49.25
5,0.3,1.1,10,EDD,Sabit_N,17.68,2037,201.2,38,59.98
6,0.3,1.1,10,EDD,Sabit_N,15.49,1784,216.8,59,67.15
7,0.3,1.1,10,EDD,Sabit_N,10.66,1228,226.7,99,65.49
8,0.3,1.1,10,EDD,Sabit_N,7.01,807,231.4,130,64.72
1,0.05,1.2,20,EDD,Sabit_N,74.39,8570,59.7,7,12.69
2,0.05,1.2,20,EDD,Sabit_N,60.26,6942,93.3,15,26.23
3,0.05,1.2,20,EDD,Sabit_N,46.05,5305,126.1,23,37.29
4,0.05,1.2,20,EDD,Sabit_N,32.56,3751,158.1,31,49.91
5,0.05,1.2,20,EDD,Sabit_N,22.68,2613,187.1,39,60.75
6,0.05,1.2,20,EDD,Sabit_N,18.71,2155,206.0,52,72.27
7,0.05,1.2,20,EDD,Sabit_N,13.82,1592,216.5,89,72.56
8,0.05,1.2,20,EDD,Sabit_N,12.68,1461,219.6,123,71.86
1,0.1,1.2,20,EDD,Sabit_N,74.38,8569,59.9,7,13.36
2,0.1,1.2,20,EDD,Sabit_N,60.24,6940,93.5,15,26.47
3,0.1,1.2,20,EDD,Sabit_N,46.31,5335,125.2,23,38.99
4,0.1,1.2,20,EDD,Sabit_N,32.54,3749,158.4,31,50.0
5,0.1,1.2,20,EDD,Sabit_N,22.61,2605,187.1,39,62.97
6,0.1,1.2,20,EDD,Sabit_N,16.68,1921,209.2,51,70.38
7,0.1,1.2,20,EDD,Sabit_N,15.88,1829,213.4,88,73.32
8,0.1,1.2,20,EDD,Sabit_N,12.51,1441,218.2,115,72.66
1,0.15,1.2,20,EDD,Sabit_N,74.37,8567,59.8,7,12.96
2,0.15,1.2,20,EDD,Sabit_N,60.31,6948,93.6,14,25.02
3,0.15,1.2,20,EDD,Sabit_N,46.21,5323,124.7,22,36.74
4,0.15,1.2,20,EDD,Sabit_N,33.59,3869,156.9,30,49.26
5,0.15,1.2,20,EDD,Sabit_N,23.3,2684,185.7,38,58.91
6,0.15,1.2,20,EDD,Sabit_N,16.77,1932,208.9,49,71.74
7,0.15,1.2,20,EDD,Sabit_N,15.67,1805,212.3,85,74.91
8,0.15,1.2,20,EDD,Sabit_N,10.88,1253,221.0,116,75.37
1,0.2,1.2,20,EDD,Sabit_N,74.42,8573,59.7,7,13.54
2,0.2,1.2,20,EDD,Sabit_N,60.28,6944,93.5,14,25.56
3,0.2,1.2,20,EDD,Sabit_N,46.88,5401,126.3,21,37.85
4,0.2,1.2,20,EDD,Sabit_N,34.39,3962,157.4,29,48.36
5,0.2,1.2,20,EDD,Sabit_N,23.45,2702,185.5,37,60.78
6,0.2,1.2,20,EDD,Sabit_N,17.65,2033,206.7,49,73.05
7,0.2,1.2,20,EDD,Sabit_N,13.85,1595,215.4,85,73.72
8,0.2,1.2,20,EDD,Sabit_N,12.01,1384,219.6,116,74.39
1,0.25,1.2,20,EDD,Sabit_N,74.37,8567,59.9,7,13.09
2,0.25,1.2,20,EDD,Sabit_N,60.26,6942,93.6,14,24.79
3,0.25,1.2,20,EDD,Sabit_N,46.94,5408,126.2,21,37.97
4,0.25,1.2,20,EDD,Sabit_N,34.15,3934,156.0,28,46.95
5,0.25,1.2,20,EDD,Sabit_N,24.49,2821,184.5,36,58.81
6,0.25,1.2,20,EDD,Sabit_N,16.88,1945,207.2,48,71.7
7,0.25,1.2,20,EDD,Sabit_N,15.31,1764,213.2,81,76.45
8,0.25,1.2,20,EDD,Sabit_N,11.11,1280,221.8,114,74.41
1,0.3,1.2,20,EDD,Sabit_N,74.4,8571,59.7,7,13.26
2,0.3,1.2,20,EDD,Sabit_N,60.26,6942,93.7,14,24.76
3,0.3,1.2,20,EDD,Sabit_N,46.87,5399,126.1,21,38.34
4,0.3,1.2,20,EDD,Sabit_N,34.27,3948,157.6,28,49.48
5,0.3,1.2,20,EDD,Sabit_N,24.03,2768,185.4,36,58.95
6,0.3,1.2,20,EDD,Sabit_N,16.45,1895,209.3,47,72.99
7,0.3,1.2,20,EDD,Sabit_N,15.22,1753,215.8,74,75.54
8,0.3,1.2,20,EDD,Sabit_N,10.15,1169,225.2,109,75.0
1,0.05,0.8,-20,SLACK,Sabit_N,62.56,7207,88.4,8,13.03
2,0.05,0.8,-20,SLACK,Sabit_N,43.12,4968,134.7,16,25.62
3,0.05,0.8,-20,SLACK,Sabit_N,24.54,2827,180.2,23,36.83
4,0.05,0.8,-20,SLACK,Sabit_N,12.68,1461,219.2,32,45.79
5,0.05,0.8,-20,SLACK,Sabit_N,7.71,888,232.9,68,49.2
6,0.05,0.8,-20,SLACK,Sabit_N,3.88,447,237.7,93,47.83
7,0.05,0.8,-20,SLACK,Sabit_N,2.33,268,240.2,107,47.55
8,0.05,0.8,-20,SLACK,Sabit_N,1.96,226,240.3,112,47.01
1,0.1,0.8,-20,SLACK,Sabit_N,62.58,7209,88.3,8,12.9
2,0.1,0.8,-20,SLACK,Sabit_N,43.03,4957,135.2,16,26.82
3,0.1,0.8,-20,SLACK,Sabit_N,24.55,2828,180.5,23,38.58
4,0.1,0.8,-20,SLACK,Sabit_N,12.08,1392,220.3,32,46.28
5,0.1,0.8,-20,SLACK,Sabit_N,8.43,971,231.9,69,50.11
6,0.1,0.8,-20,SLACK,Sabit_N,3.99,460,238.5,97,47.94
7,0.1,0.8,-20,SLACK,Sabit_N,2.82,325,240.3,109,47.59
8,0.1,0.8,-20,SLACK,Sabit_N,2.33,268,240.8,115,47.69
1,0.15,0.8,-20,SLACK,Sabit_N,62.5,7200,88.5,8,12.81
2,0.15,0.8,-20,SLACK,Sabit_N,43.11,4966,135.3,16,26.5
3,0.15,0.8,-20,SLACK,Sabit_N,24.57,2830,181.0,23,36.65
4,0.15,0.8,-20,SLACK,Sabit_N,11.98,1380,219.9,32,45.75
5,0.15,0.8,-20,SLACK,Sabit_N,8.43,971,232.7,68,47.39
6,0.15,0.8,-20,SLACK,Sabit_N,3.26,376,240.3,103,47.15
7,0.15,0.8,-20,SLACK,Sabit_N,1.95,225,241.9,116,46.78
8,0.15,0.8,-20,SLACK,Sabit_N,1.62,187,242.3,120,46.54
1,0.2,0.8,-20,SLACK,Sabit_N,62.48,7198,88.6,8,13.26
2,0.2,0.8,-20,SLACK,Sabit_N,42.95,4948,135.6,16,26.14
3,0.2,0.8,-20,SLACK,Sabit_N,24.84,2862,181.3,23,37.05
4,0.2,0.8,-20,SLACK,Sabit_N,11.98,1380,221.5,33,45.42
5,0.2,0.8,-20,SLACK,Sabit_N,8.28,954,231.4,70,49.8
6,0.2,0.8,-20,SLACK,Sabit_N,3.53,407,239.4,102,49.42
7,0.2,0.8,-20,SLACK,Sabit_N,2.24,258,241.2,116,48.28
8,0.2,0.8,-20,SLACK,Sabit_N,1.55,179,241.6,123,48.18
1,0.25,0.8,-20,SLACK,Sabit_N,62.48,7198,88.7,8,13.25
2,0.25,0.8,-20,SLACK,Sabit_N,42.9,4942,136.2,16,27.03
3,0.25,0.8,-20,SLACK,Sabit_N,24.62,2836,181.6,24,39.74
4,0.25,0.8,-20,SLACK,Sabit_N,11.3,1302,221.3,32,44.98
5,0.25,0.8,-20,SLACK,Sabit_N,8.29,955,231.8,68,50.23
6,0.25,0.8,-20,SLACK,Sabit_N,4.42,509,237.5,96,47.6
7,0.25,0.8,-20,SLACK,Sabit_N,2.82,325,239.2,115,48.04
8,0.25,0.8,-20,SLACK,Sabit_N,2.49,287,239.7,120,47.85
1,0.3,0.8,-20,SLACK,Sabit_N,62.48,7198,88.7,8,13.25
2,0.3,0.8,-20,SLACK,Sabit_N,42.86,4938,136.4,16,26.4
3,0.3,0.8,-20,SLACK,Sabit_N,24.17,2784,182.2,24,39.11
4,0.3,0.8,-20,SLACK,Sabit_N,12.54,1445,221.4,34,48.25
5,0.3,0.8,-20,SLACK,Sabit_N,7.59,874,235.0,67,50.17
6,0.3,0.8,-20,SLACK,Sabit_N,4.51,519,239.2,94,49.22
7,0.3,0.8,-20,SLACK,Sabit_N,2.65,305,241.5,110,48.47
8,0.3,0.8,-20,SLACK,Sabit_N,2.14,246,241.9,119,48.35
1,0.05,0.9,-10,SLACK,Sabit_N,66.38,7647,79.0,8,13.01
2,0.05,0.9,-10,SLACK,Sabit_N,48.55,5593,121.9,16,26.38
3,0.05,0.9,-10,SLACK,Sabit_N,30.78,3546,163.0,24,39.07
4,0.05,0.9,-10,SLACK,Sabit_N,18.23,2100,201.9,32,49.29
5,0.05,0.9,-10,SLACK,Sabit_N,12.2,1405,224.5,55,53.35
6,0.05,0.9,-10,SLACK,Sabit_N,7.66,883,232.8,83,53.96
7,0.05,0.9,-10,SLACK,Sabit_N,4.05,467,236.2,108,51.9
8,0.05,0.9,-10,SLACK,Sabit_N,3.38,389,236.9,121,51.35
1,0.1,0.9,-10,SLACK,Sabit_N,66.41,7650,79.0,8,12.99
2,0.1,0.9,-10,SLACK,Sabit_N,48.46,5583,122.0,16,26.32
3,0.1,0.9,-10,SLACK,Sabit_N,32.29,3720,162.2,24,37.43
4,0.1,0.9,-10,SLACK,Sabit_N,17.71,2040,202.7,33,50.28
5,0.1,0.9,-10,SLACK,Sabit_N,10.55,1215,226.5,57,55.2
6,0.1,0.9,-10,SLACK,Sabit_N,7.94,915,232.7,93,52.97
7,0.1,0.9,-10,SLACK,Sabit_N,4.11,474,237.3,118,52.33
8,0.1,0.9,-10,SLACK,Sabit_N,3.72,428,236.9,125,52.3
1,0.15,0.9,-10,SLACK,Sabit_N,66.3,7638,79.2,8,13.07
2,0.15,0.9,-10,SLACK,Sabit_N,48.47,5584,122.0,16,26.5
3,0.15,0.9,-10,SLACK,Sabit_N,32.34,3725,162.3,24,38.05
4,0.15,0.9,-10,SLACK,Sabit_N,16.82,1938,201.5,32,48.11
5,0.15,0.9,-10,SLACK,Sabit_N,11.7,1348,224.9,57,55.63
6,0.15,0.9,-10,SLACK,Sabit_N,6.15,709,234.3,98,53.53
7,0.15,0.9,-10,SLACK,Sabit_N,4.34,500,236.4,117,53.62
8,0.15,0.9,-10,SLACK,Sabit_N,2.57,296,238.6,131,52.65
1,0.2,0.9,-10,SLACK,Sabit_N,66.33,7641,79.2,8,13.2
2,0.2,0.9,-10,SLACK,Sabit_N,48.39,5574,122.2,16,26.23
3,0.2,0.9,-10,SLACK,Sabit_N,32.38,3730,162.4,24,37.44
4,0.2,0.9,-10,SLACK,Sabit_N,16.86,1942,201.7,32,47.69
5,0.2,0.9,-10,SLACK,Sabit_N,11.99,1381,224.3,56,54.16
6,0.2,0.9,-10,SLACK,Sabit_N,7.15,824,233.7,95,52.96
7,0.2,0.9,-10,SLACK,Sabit_N,3.61,416,238.5,121,52.6
8,0.2,0.9,-10,SLACK,Sabit_N,2.26,260,239.0,133,51.73
1,0.25,0.9,-10,SLACK,Sabit_N,66.32,7640,79.1,8,13.29
2,0.25,0.9,-10,SLACK,Sabit_N,48.39,5574,122.3,16,25.54
3,0.25,0.9,-10,SLACK,Sabit_N,31.99,3685,163.2,24,36.62
4,0.25,0.9,-10,SLACK,Sabit_N,18.15,2091,201.7,33,49.83
5,0.25,0.9,-10,SLACK,Sabit_N,11.01,1268,224.8,56,52.51
6,0.25,0.9,-10,SLACK,Sabit_N,7.66,882,233.0,94,54.59
7,0.25,0.9,-10,SLACK,Sabit_N,3.87,446,237.8,118,52.49
8,0.25,0.9,-10,SLACK,Sabit_N,2.88,332,238.2,130,53.12
1,0.3,0.9,-10,SLACK,Sabit_N,66.33,7641,79.2,8,13.11
2,0.3,0.9,-10,SLACK,Sabit_N,48.38,5573,122.4,16,26.12
3,0.3,0.9,-10,SLACK,Sabit_N,30.97,3568,164.0,24,38.67
4,0.3,0.9,-10,SLACK,Sabit_N,18.35,2114,202.7,32,48.91
5,0.3,0.9,-10,SLACK,Sabit_N,12.07,1391,224.7,55,54.38
6,0.3,0.9,-10,SLACK,Sabit_N,8.05,927,233.7,91,54.17
7,0.3,0.9,-10,SLACK,Sabit_N,4.18,481,237.6,121,52.28
8,0.3,0.9,-10,SLACK,Sabit_N,2.75,317,239.2,131,52.68
1,0.05,1.0,0,SLACK,Sabit_N,69.53,8010,71.3,8,13.39
2,0.05,1.0,0,SLACK,Sabit_N,53.08,6115,110.6,16,26.75
3,0.05,1.0,0,SLACK,Sabit_N,37.04,4267,148.4,24,39.48
4,0.05,1.0,0,SLACK,Sabit_N,24.19,2787,182.8,32,49.41
5,0.05,1.0,0,SLACK,Sabit_N,14.52,1673,212.9,43,57.76
6,0.05,1.0,0,SLACK,Sabit_N,12.22,1408,222.5,79,62.36
7,0.05,1.0,0,SLACK,Sabit_N,6.22,716,233.7,116,58.62
8,0.05,1.0,0,SLACK,Sabit_N,4.62,532,236.2,138,58.37
1,0.1,1.0,0,SLACK,Sabit_N,69.5,8006,71.4,8,13.18
2,0.1,1.0,0,SLACK,Sabit_N,53.05,6111,110.7,16,26.54
3,0.1,1.0,0,SLACK,Sabit_N,36.8,4239,148.5,24,38.8
4,0.1,1.0,0,SLACK,Sabit_N,24.35,2805,183.1,32,48.88
5,0.1,1.0,0,SLACK,Sabit_N,14.92,1719,213.3,43,57.46
6,0.1,1.0,0,SLACK,Sabit_N,11.55,1331,223.0,79,60.98
